,0,1,2,3,4,5,6,7,8,9
2709,13,7,8,11,11,11,16,11,7,3
2727,4,6,1,9,14,22,17,12,7,9
2745,5,2,1,1,1,1,1,2,14,12
2763,2,4,7,6,11,6,9,6,13,11
2781,13,11,6,15,12,18,11,23,25,21
2799,5,7,15,9,19,16,26,23,29,26
2817,9,14,22,23,22,25,25,33,34,29
2835,12,10,18,11,18,11,20,15,12,16
2853,5,5,5,5,9,12,12,10,7,19
2871,9,8,14,14,13,13,18,15,7,9
2889,16,18,10,10,7,12,7,11,10,21
2907,14,24,27,30,37,37,34,28,16,16
2925,20,18,21,15,23,22,26,22,27,20
2943,6,11,18,27,25,27,20,27,29,32
2961,12,11,15,33,36,50,35,34,24,25
2979,13,22,28,31,34,43,51,44,39,19
2997,16,18,22,27,20,16,11,22,25,33
3015,7,22,34,27,20,18,20,13,7,11
3033,11,9,6,13,23,31,20,23,21,22
3051,9,11,4,4,12,20,25,14,13,13
3069,5,10,15,24,38,32,39,27,29,23
3087,29,20,19,21,14,18,7,14,10,19
3105,2,7,9,10,10,7,8,4,9,10
3123,2,8,15,22,20,20,20,16,14,7
3141,15,19,28,33,40,48,57,50,35,28
3159,12,21,20,18,27,27,25,20,16,19
3177,13,18,25,21,26,27,27,20,22,23
3195,20,25,19,31,38,58,66,73,72,61
3213,29,30,37,47,48,46,48,56,48,43
3231,40,35,39,39,34,34,21,20,20,24
3249,34,33,42,37,38,39,31,30,17,25
3267,9,16,16,18,20,27,27,21,25,21
3285,6,7,12,18,21,22,19,24,28,24
3303,30,24,19,18,13,8,6,11,11,9
3321,3,2,1,8,11,19,13,13,6,7
3339,22,24,27,27,35,26,26,26,32,37
3357,16,26,30,28,24,15,18,13,11,14
3375,9,13,11,21,21,21,23,20,19,29
3393,6,8,6,12,14,19,12,18,23,29
3411,14,11,4,7,6,7,6,3,4,2
3429,18,10,13,11,10,16,15,23,17,15
3447,9,16,24,29,22,19,15,18,15,25
3465,18,18,28,26,31,30,34,36,35,38
3483,16,14,22,23,23,21,17,32,43,40
3501,15,20,26,31,34,40,39,43,45,58
3519,39,25,22,22,27,25,21,21,31,27
3537,30,36,42,43,35,35,38,31,40,35
3555,35,42,55,49,47,44,47,40,39,30
3573,34,36,45,43,44,32,39,40,44,42
3591,28,18,26,33,53,54,49,45,46,53
3609,59,58,55,59,54,60,53,59,46,44
3627,33,33,38,31,23,16,10,13,15,13
3645,12,6,10,19,19,34,38,37,31,26
3663,19,13,6,7,16,23,24,23,23,17
3681,31,25,20,29,42,38,37,40,50,51
3699,19,26,23,22,20,18,20,19,26,23
3717,6,24,37,38,32,35,37,38,27,21
3735,36,33,29,34,32,44,64,94,88,70
3753,1,1,5,7,9,9,5,8,4,11
3771,0,4,12,12,18,18,21,32,33,21
3789,7,12,23,36,44,47,44,39,32,17
3807,12,4,6,1,1,0,6,18,30,30
3825,14,10,17,11,17,8,14,16,26,33
3843,9,12,14,19,13,11,9,6,3,3
3861,0,4,6,6,0,2,14,34,54,69
3879,19,23,14,5,5,11,16,18,18,18
3897,-1,-1,-1,-1,18,0,15,19,19,19
3915,31,47,47,31,17,14,18,22,22,21
3933,4,8,14,20,19,23,49,71,69,38
3951,14,25,20,11,5,13,25,26,26,25
3969,4,0,0,3,4,4,4,1,18,30
3987,14,14,21,21,21,22,16,12,4,13
4005,4,13,20,31,32,37,28,32,38,36
4023,0,0,0,0,0,0,0,0,10,18
4041,29,27,21,13,4,7,12,13,11,18
4059,8,2,1,4,7,10,16,15,16,22
4077,0,0,3,14,19,29,29,34,35,36
4095,17,23,24,22,13,-1,-1,7,12,15
4113,6,3,13,22,26,18,22,33,40,40
4131,9,6,12,16,15,16,20,30,24,32
4149,0,1,1,5,4,4,4,7,13,17
4167,1,3,4,4,0,1,12,26,39,46
4185,37,23,17,14,19,25,23,23,19,21
4203,6,17,14,21,14,32,31,47,55,66
4221,42,31,27,35,42,41,29,21,17,24
4239,16,16,21,29,26,21,10,8,16,28
4257,13,21,23,23,20,20,20,12,6,4
4275,13,14,8,3,12,23,29,31,31,36
4293,18,17,24,28,33,26,23,21,21,19
4311,2,2,8,8,10,4,1,1,7,24
9,19,30,41,44,33,37,36,45,42,49
27,11,22,25,34,38,50,53,43,43,45
45,4,9,16,22,23,29,32,36,34,45
63,48,50,49,45,63,63,62,55,56,67
81,66,57,56,64,67,72,64,73,57,57
99,40,45,48,57,57,59,62,59,61,50
117,33,29,42,56,66,78,62,61,47,54
135,43,40,42,41,39,36,35,36,36,32
153,23,16,17,9,7,7,20,20,20,18
171,7,8,4,8,12,19,23,20,18,15
189,7,17,31,44,43,46,36,36,29,32
207,34,32,33,31,21,20,19,24,25,14
225,2,11,8,21,17,23,18,29,38,43
243,23,16,4,6,6,8,10,6,4,7
261,9,15,23,23,18,10,4,13,14,18
279,15,33,25,30,15,20,30,41,38,34
297,2,18,31,36,22,22,16,20,16,34
315,19,9,8,6,32,50,81,90,109,109
333,11,11,40,64,75,62,50,57,66,72
351,55,57,57,51,46,-1,51,47,44,46
369,33,21,32,30,36,26,21,19,19,19
387,23,15,17,13,21,22,33,28,25,21
405,23,34,32,24,23,28,30,32,24,27
423,7,0,2,7,11,7,8,12,15,17
441,2,2,8,8,8,20,28,36,23,21
459,11,10,14,8,23,21,29,29,34,39
477,20,25,16,18,20,25,24,25,27,24
495,7,9,6,6,4,6,7,15,12,7
513,7,10,10,3,0,0,11,12,12,2
531,4,0,5,5,5,4,3,11,7,15
549,17,23,20,15,12,9,6,4,4,6
567,6,4,1,6,9,9,6,14,14,78
585,4,1,0,4,10,10,17,14,19,11
603,4,6,16,13,9,6,14,18,17,14
621,8,3,5,17,19,22,10,19,19,19
639,21,21,22,23,26,30,42,49,52,51
657,13,19,14,14,9,21,21,34,31,33
675,11,21,36,35,54,54,59,47,49,43
693,10,10,6,0,0,0,0,0,0,0
711,16,14,20,18,9,6,12,12,32,32
729,18,32,37,34,30,40,39,35,30,31
747,2,2,1,1,4,7,9,8,5,11
765,10,18,25,32,35,24,11,9,19,23
783,37,37,39,38,41,47,52,56,60,60
801,6,7,7,9,3,3,2,4,5,4
819,8,14,16,16,24,20,24,29,41,32
837,0,0,0,0,13,15,21,15,18,19
855,8,18,28,37,21,9,2,6,11,18
873,0,0,0,1,9,15,13,8,6,11
891,24,31,31,31,33,36,51,70,86,86
909,26,36,53,54,59,61,69,66,66,73
927,57,80,93,75,54,28,31,47,69,97
945,7,5,3,4,7,6,6,3,1,0
963,48,47,44,34,40,42,48,39,37,28
981,76,78,70,62,49,47,52,62,59,59
999,56,62,65,62,70,67,67,62,61,60
1017,34,45,55,61,70,76,71,56,43,51
1035,13,29,49,49,57,51,44,42,48,50
1053,51,57,71,64,62,51,52,47,53,59
1071,46,47,50,45,32,21,21,27,31,31
1089,5,6,-1,16,18,24,21,20,16,17
1107,1,0,8,15,26,24,29,33,38,41
1125,27,28,37,37,42,38,49,54,66,68
1143,19,23,18,14,6,21,28,39,30,31
1161,54,59,57,60,64,66,58,44,35,36
1179,29,41,49,61,72,71,72,62,68,61
1197,45,35,21,6,0,5,14,16,14,4
1215,13,13,-1,16,19,30,35,24,21,17
1233,28,35,50,52,39,22,26,26,44,39
1251,12,12,21,23,25,21,28,17,21,23
1269,54,59,68,70,67,55,46,39,39,39
1287,40,43,37,37,32,31,25,33,36,41
1305,36,34,26,23,21,30,25,31,27,31
1323,21,24,14,9,2,6,9,20,25,29
1341,35,41,42,50,55,56,55,-1,48,45
1359,32,33,34,31,38,42,46,44,38,43
1377,14,15,16,21,24,32,29,30,22,26
1395,28,33,35,30,24,24,23,28,39,35
1413,31,41,45,52,46,44,40,41,42,40
1431,30,27,36,37,33,24,19,19,16,22
1449,19,29,29,36,32,41,36,33,28,22
1467,0,11,11,19,22,28,31,34,36,25
1485,2,7,13,26,46,60,57,51,42,36
1503,12,10,8,20,38,36,33,24,19,25
1521,-1,-1,-1,-1,-1,-1,1,3,3,5
1539,5,-1,0,7,16,15,9,3,14,13
1557,-1,-1,-1,-1,2,9,9,15,15,9
1575,8,6,0,11,18,25,20,23,23,17
1593,44,34,39,31,16,24,32,57,59,57
1611,14,6,3,0,6,17,34,35,31,17
1629,2,0,0,0,6,10,10,9,7,19
1647,0,0,3,3,3,0,8,16,23,16
1665,0,0,-1,-1,4,7,7,4,5,14
1683,15,16,16,10,11,14,14,13,5,2
1701,6,6,0,5,5,8,2,2,0,6
1719,15,9,15,5,10,15,29,35,38,39
1737,7,14,12,9,6,2,10,24,27,29
1755,12,12,1,3,0,3,11,11,8,1
1773,3,8,11,6,2,2,7,7,4,3
1791,4,0,0,1,4,4,7,14,22,19
1809,28,25,33,36,37,32,37,37,38,37
1827,6,13,17,22,24,20,13,11,13,20
1845,12,2,1,0,0,6,14,15,9,1
1863,14,14,12,18,23,32,39,37,33,29
1881,11,15,23,22,23,11,11,11,11,3
1899,2,3,9,17,13,12,15,27,31,22
1917,2,4,6,4,6,11,18,19,12,4
1935,2,0,0,10,17,23,12,12,12,16
1953,0,8,11,16,7,5,4,7,10,12
1971,6,4,11,10,14,9,11,10,15,10
1989,11,9,1,9,16,16,6,4,5,11
2007,4,4,14,14,16,21,11,25,36,37
2025,28,25,33,39,39,27,35,45,62,56
2043,0,7,29,42,54,57,56,45,25,26
2061,50,42,34,25,22,22,14,11,7,9
2079,16,8,9,9,9,17,29,33,48,53
2097,3,4,6,7,7,5,4,6,6,4
2115,21,20,25,27,29,29,35,36,31,29
2133,16,21,22,23,29,32,29,28,17,13
2151,17,10,24,36,44,30,15,5,13,13
2169,14,41,40,46,34,45,30,9,24,23
2187,10,15,38,43,62,62,56,39,26,49
2205,15,20,30,30,29,27,26,27,27,20
2223,41,50,43,36,41,58,58,54,58,46
2241,30,28,26,30,37,53,67,63,63,63
2259,26,23,30,41,51,48,37,26,32,31
2277,22,20,28,20,23,23,29,29,15,14
2295,7,4,13,12,20,-1,-1,27,22,17
2313,21,22,20,24,28,41,47,44,41,51
2331,10,9,9,15,17,12,9,14,16,16
2349,5,14,17,21,17,14,20,16,22,13
2367,13,6,16,11,23,14,22,19,20,14
2385,11,8,11,16,23,25,17,11,6,7
2403,12,7,18,21,21,34,27,21,15,13
2421,21,21,36,22,22,16,14,12,6,11
2439,8,8,18,22,21,13,21,26,28,18
2457,29,29,32,37,47,48,43,35,28,22
2475,24,25,30,26,41,34,45,45,43,30
2493,15,14,16,15,15,15,13,15,15,16
2511,15,15,18,21,23,27,31,30,27,26
2529,11,20,17,25,21,29,31,26,33,38
2547,13,18,27,30,44,48,65,50,38,10
2565,20,24,12,21,16,22,15,22,16,23
2583,3,12,12,19,21,27,22,15,21,17
2601,14,6,16,11,12,0,6,11,15,14
2619,9,11,1,10,7,20,16,27,30,38
2637,21,33,28,28,34,37,35,35,22,13
2655,6,3,5,2,8,14,21,22,26,26
2673,7,13,13,20,17,22,24,23,16,6
2691,8,3,4,6,9,8,7,0,3,7
2709,7,8,11,11,11,16,11,7,3,3
2727,6,1,9,14,22,17,12,7,9,15
2745,2,1,1,1,1,1,2,14,12,13
2763,4,7,6,11,6,9,6,13,11,13
2781,11,6,15,12,18,11,23,25,21,20
2799,7,15,9,19,16,26,23,29,26,27
2817,14,22,23,22,25,25,33,34,29,26
2835,10,18,11,18,11,20,15,12,16,11
2853,5,5,5,9,12,12,10,7,19,23
2871,8,14,14,13,13,18,15,7,9,13
2889,18,10,10,7,12,7,11,10,21,25
2907,24,27,30,37,37,34,28,16,16,16
2925,18,21,15,23,22,26,22,27,20,17
2943,11,18,27,25,27,20,27,29,32,29
2961,11,15,33,36,50,35,34,24,25,12
2979,22,28,31,34,43,51,44,39,19,21
2997,18,22,27,20,16,11,22,25,33,30
3015,22,34,27,20,18,20,13,7,11,13
3033,9,6,13,23,31,20,23,21,22,18
3051,11,4,4,12,20,25,14,13,13,11
3069,10,15,24,38,32,39,27,29,23,18
3087,20,19,21,14,18,7,14,10,19,16
3105,7,9,10,10,7,8,4,9,10,11
3123,8,15,22,20,20,20,16,14,7,15
3141,19,28,33,40,48,57,50,35,28,19
3159,21,20,18,27,27,25,20,16,19,32
3177,18,25,21,26,27,27,20,22,23,28
3195,25,19,31,38,58,66,73,72,61,45
3213,30,37,47,48,46,48,56,48,43,38
3231,35,39,39,34,34,21,20,20,24,24
3249,33,42,37,38,39,31,30,17,25,23
3267,16,16,18,20,27,27,21,25,21,22
3285,7,12,18,21,22,19,24,28,24,24
3303,24,19,18,13,8,6,11,11,9,15
3321,2,1,8,11,19,13,13,6,7,16
3339,24,27,27,35,26,26,26,32,37,32
3357,26,30,28,24,15,18,13,11,14,11
3375,13,11,21,21,21,23,20,19,29,33
3393,8,6,12,14,19,12,18,23,29,16
3411,11,4,7,6,7,6,3,4,2,4
3429,10,13,11,10,16,15,23,17,15,14
3447,16,24,29,22,19,15,18,15,25,23
3465,18,28,26,31,30,34,36,35,38,45
3483,14,22,23,23,21,17,32,43,40,48
3501,20,26,31,34,40,39,43,45,58,47
3519,25,22,22,27,25,21,21,31,27,27
3537,36,42,43,35,35,38,31,40,35,37
3555,42,55,49,47,44,47,40,39,30,32
3573,36,45,43,44,32,39,40,44,42,49
3591,18,26,33,53,54,49,45,46,53,52
3609,58,55,59,54,60,53,59,46,44,29
3627,33,38,31,23,16,10,13,15,13,13
3645,6,10,19,19,34,38,37,31,26,25
3663,13,6,7,16,23,24,23,23,17,12
3681,25,20,29,42,38,37,40,50,51,41
3699,26,23,22,20,18,20,19,26,23,28
3717,24,37,38,32,35,37,38,27,21,18
3735,33,29,34,32,44,64,94,88,70,71
3753,1,5,7,9,9,5,8,4,11,6
3771,4,12,12,18,18,21,32,33,21,13
3789,12,23,36,44,47,44,39,32,17,19
3807,4,6,1,1,0,6,18,30,30,18
3825,10,17,11,17,8,14,16,26,33,33
3843,12,14,19,13,11,9,6,3,3,13
3861,4,6,6,0,2,14,34,54,69,66
3879,23,14,5,5,11,16,18,18,18,-1
3897,-1,-1,-1,18,0,15,19,19,19,12
3915,47,47,31,17,14,18,22,22,21,21
3933,8,14,20,19,23,49,71,69,38,9
3951,25,20,11,5,13,25,26,26,25,34
3969,0,0,3,4,4,4,1,18,30,33
3987,14,21,21,21,22,16,12,4,13,13
4005,13,20,31,32,37,28,32,38,36,35
4023,0,0,0,0,0,0,0,10,18,18
4041,27,21,13,4,7,12,13,11,18,28
4059,2,1,4,7,10,16,15,16,22,25
4077,0,3,14,19,29,29,34,35,36,40
4095,23,24,22,13,-1,-1,7,12,15,25
4113,3,13,22,26,18,22,33,40,40,32
4131,6,12,16,15,16,20,30,24,32,33
4149,1,1,5,4,4,4,7,13,17,17
4167,3,4,4,0,1,12,26,39,46,48
4185,23,17,14,19,25,23,23,19,21,29
4203,17,14,21,14,32,31,47,55,66,70
4221,31,27,35,42,41,29,21,17,24,23
4239,16,21,29,26,21,10,8,16,28,37
4257,21,23,23,20,20,20,12,6,4,11
4275,14,8,3,12,23,29,31,31,36,31
4293,17,24,28,33,26,23,21,21,19,19
4311,2,8,8,10,4,1,1,7,24,37
9,30,41,44,33,37,36,45,42,49,45
27,22,25,34,38,50,53,43,43,45,46
45,9,16,22,23,29,32,36,34,45,40
63,50,49,45,63,63,62,55,56,67,78
81,57,56,64,67,72,64,73,57,57,53
99,45,48,57,57,59,62,59,61,50,60
117,29,42,56,66,78,62,61,47,54,57
135,40,42,41,39,36,35,36,36,32,33
153,16,17,9,7,7,20,20,20,18,18
171,8,4,8,12,19,23,20,18,15,16
189,17,31,44,43,46,36,36,29,32,33
207,32,33,31,21,20,19,24,25,14,16
225,11,8,21,17,23,18,29,38,43,44
243,16,4,6,6,8,10,6,4,7,14
261,15,23,23,18,10,4,13,14,18,20
279,33,25,30,15,20,30,41,38,34,27
297,18,31,36,22,22,16,20,16,34,32
315,9,8,6,32,50,81,90,109,109,105
333,11,40,64,75,62,50,57,66,72,77
351,57,57,51,46,-1,51,47,44,46,46
369,21,32,30,36,26,21,19,19,19,18
387,15,17,13,21,22,33,28,25,21,23
405,34,32,24,23,28,30,32,24,27,17
423,0,2,7,11,7,8,12,15,17,9
441,2,8,8,8,20,28,36,23,21,25
459,10,14,8,23,21,29,29,34,39,40
477,25,16,18,20,25,24,25,27,24,23
495,9,6,6,4,6,7,15,12,7,0
513,10,10,3,0,0,11,12,12,2,6
531,0,5,5,5,4,3,11,7,15,8
549,23,20,15,12,9,6,4,4,6,6
567,4,1,6,9,9,6,14,14,78,45
585,1,0,4,10,10,17,14,19,11,16
603,6,16,13,9,6,14,18,17,14,18
621,3,5,17,19,22,10,19,19,19,17
639,21,22,23,26,30,42,49,52,51,50
657,19,14,14,9,21,21,34,31,33,25
675,21,36,35,54,54,59,47,49,43,35
693,10,6,0,0,0,0,0,0,0,7
711,14,20,18,9,6,12,12,32,32,40
729,32,37,34,30,40,39,35,30,31,35
747,2,1,1,4,7,9,8,5,11,15
765,18,25,32,35,24,11,9,19,23,22
783,37,39,38,41,47,52,56,60,60,59
801,7,7,9,3,3,2,4,5,4,10
819,14,16,16,24,20,24,29,41,32,23
837,0,0,0,13,15,21,15,18,19,20
855,18,28,37,21,9,2,6,11,18,18
873,0,0,1,9,15,13,8,6,11,14
891,31,31,31,33,36,51,70,86,86,74
909,36,53,54,59,61,69,66,66,73,71
927,80,93,75,54,28,31,47,69,97,98
945,5,3,4,7,6,6,3,1,0,0
963,47,44,34,40,42,48,39,37,28,36
981,78,70,62,49,47,52,62,59,59,61
999,62,65,62,70,67,67,62,61,60,54
1017,45,55,61,70,76,71,56,43,51,51
1035,29,49,49,57,51,44,42,48,50,44
1053,57,71,64,62,51,52,47,53,59,73
1071,47,50,45,32,21,21,27,31,31,31
1089,6,-1,16,18,24,21,20,16,17,21
1107,0,8,15,26,24,29,33,38,41,36
1125,28,37,37,42,38,49,54,66,68,56
1143,23,18,14,6,21,28,39,30,31,39
1161,59,57,60,64,66,58,44,35,36,37
1179,41,49,61,72,71,72,62,68,61,57
1197,35,21,6,0,5,14,16,14,4,8
1215,13,-1,16,19,30,35,24,21,17,26
1233,35,50,52,39,22,26,26,44,39,38
1251,12,21,23,25,21,28,17,21,23,27
1269,59,68,70,67,55,46,39,39,39,41
1287,43,37,37,32,31,25,33,36,41,37
1305,34,26,23,21,30,25,31,27,31,19
1323,24,14,9,2,6,9,20,25,29,25
1341,41,42,50,55,56,55,-1,48,45,35
1359,33,34,31,38,42,46,44,38,43,48
1377,15,16,21,24,32,29,30,22,26,31
1395,33,35,30,24,24,23,28,39,35,34
1413,41,45,52,46,44,40,41,42,40,40
1431,27,36,37,33,24,19,19,16,22,35
1449,29,29,36,32,41,36,33,28,22,18
1467,11,11,19,22,28,31,34,36,25,12
1485,7,13,26,46,60,57,51,42,36,32
1503,10,8,20,38,36,33,24,19,25,26
1521,-1,-1,-1,-1,-1,1,3,3,5,4
1539,-1,0,7,16,15,9,3,14,13,10
1557,-1,-1,-1,2,9,9,15,15,9,19
1575,6,0,11,18,25,20,23,23,17,18
1593,34,39,31,16,24,32,57,59,57,39
1611,6,3,0,6,17,34,35,31,17,19
1629,0,0,0,6,10,10,9,7,19,27
1647,0,3,3,3,0,8,16,23,16,11
1665,0,-1,-1,4,7,7,4,5,14,14
1683,16,16,10,11,14,14,13,5,2,4
1701,6,0,5,5,8,2,2,0,6,6
1719,9,15,5,10,15,29,35,38,39,42
1737,14,12,9,6,2,10,24,27,29,16
1755,12,1,3,0,3,11,11,8,1,1
1773,8,11,6,2,2,7,7,4,3,6
1791,0,0,1,4,4,7,14,22,19,11
1809,25,33,36,37,32,37,37,38,37,41
1827,13,17,22,24,20,13,11,13,20,15
1845,2,1,0,0,6,14,15,9,1,0
1863,14,12,18,23,32,39,37,33,29,29
1881,15,23,22,23,11,11,11,11,3,8
1899,3,9,17,13,12,15,27,31,22,14
1917,4,6,4,6,11,18,19,12,4,0
1935,0,0,10,17,23,12,12,12,16,8
1953,8,11,16,7,5,4,7,10,12,11
1971,4,11,10,14,9,11,10,15,10,10
1989,9,1,9,16,16,6,4,5,11,8
2007,4,14,14,16,21,11,25,36,37,32
2025,25,33,39,39,27,35,45,62,56,44
2043,7,29,42,54,57,56,45,25,26,24
2061,42,34,25,22,22,14,11,7,9,17
2079,8,9,9,9,17,29,33,48,53,55
2097,4,6,7,7,5,4,6,6,4,0
2115,20,25,27,29,29,35,36,31,29,22
2133,21,22,23,29,32,29,28,17,13,14
2151,10,24,36,44,30,15,5,13,13,12
2169,41,40,46,34,45,30,9,24,23,19
2187,15,38,43,62,62,56,39,26,49,49
2205,20,30,30,29,27,26,27,27,20,13
2223,50,43,36,41,58,58,54,58,46,36
2241,28,26,30,37,53,67,63,63,63,21
2259,23,30,41,51,48,37,26,32,31,30
2277,20,28,20,23,23,29,29,15,14,7
2295,4,13,12,20,-1,-1,27,22,17,21
2313,22,20,24,28,41,47,44,41,51,51
2331,9,9,15,17,12,9,14,16,16,19
2349,14,17,21,17,14,20,16,22,13,14
2367,6,16,11,23,14,22,19,20,14,9
2385,8,11,16,23,25,17,11,6,7,9
2403,7,18,21,21,34,27,21,15,13,11
2421,21,36,22,22,16,14,12,6,11,15
2439,8,18,22,21,13,21,26,28,18,21
2457,29,32,37,47,48,43,35,28,22,18
2475,25,30,26,41,34,45,45,43,30,18
2493,14,16,15,15,15,13,15,15,16,21
2511,15,18,21,23,27,31,30,27,26,17
2529,20,17,25,21,29,31,26,33,38,38
2547,18,27,30,44,48,65,50,38,10,15
2565,24,12,21,16,22,15,22,16,23,22
2583,12,12,19,21,27,22,15,21,17,13
2601,6,16,11,12,0,6,11,15,14,7
2619,11,1,10,7,20,16,27,30,38,37
2637,33,28,28,34,37,35,35,22,13,15
2655,3,5,2,8,14,21,22,26,26,25
2673,13,13,20,17,22,24,23,16,6,7
2691,3,4,6,9,8,7,0,3,7,10
2709,8,11,11,11,16,11,7,3,3,4
2727,1,9,14,22,17,12,7,9,15,31
2745,1,1,1,1,1,2,14,12,13,8
2763,7,6,11,6,9,6,13,11,13,6
2781,6,15,12,18,11,23,25,21,20,19
2799,15,9,19,16,26,23,29,26,27,19
2817,22,23,22,25,25,33,34,29,26,25
2835,18,11,18,11,20,15,12,16,11,13
2853,5,5,9,12,12,10,7,19,23,22
2871,14,14,13,13,18,15,7,9,13,21
2889,10,10,7,12,7,11,10,21,25,22
2907,27,30,37,37,34,28,16,16,16,15
2925,21,15,23,22,26,22,27,20,17,13
2943,18,27,25,27,20,27,29,32,29,29
2961,15,33,36,50,35,34,24,25,12,12
2979,28,31,34,43,51,44,39,19,21,20
2997,22,27,20,16,11,22,25,33,30,36
3015,34,27,20,18,20,13,7,11,13,10
3033,6,13,23,31,20,23,21,22,18,19
3051,4,4,12,20,25,14,13,13,11,15
3069,15,24,38,32,39,27,29,23,18,25
3087,19,21,14,18,7,14,10,19,16,17
3105,9,10,10,7,8,4,9,10,11,16
3123,15,22,20,20,20,16,14,7,15,18
3141,28,33,40,48,57,50,35,28,19,19
3159,20,18,27,27,25,20,16,19,32,20
3177,25,21,26,27,27,20,22,23,28,27
3195,19,31,38,58,66,73,72,61,45,26
3213,37,47,48,46,48,56,48,43,38,40
3231,39,39,34,34,21,20,20,24,24,17
3249,42,37,38,39,31,30,17,25,23,29
3267,16,18,20,27,27,21,25,21,22,23
3285,12,18,21,22,19,24,28,24,24,17
3303,19,18,13,8,6,11,11,9,15,17
3321,1,8,11,19,13,13,6,7,16,23
3339,27,27,35,26,26,26,32,37,32,36
3357,30,28,24,15,18,13,11,14,11,20
3375,11,21,21,21,23,20,19,29,33,30
3393,6,12,14,19,12,18,23,29,16,11
3411,4,7,6,7,6,3,4,2,4,4
3429,13,11,10,16,15,23,17,15,14,15
3447,24,29,22,19,15,18,15,25,23,29
3465,28,26,31,30,34,36,35,38,45,56
3483,22,23,23,21,17,32,43,40,48,42
3501,26,31,34,40,39,43,45,58,47,54
3519,22,22,27,25,21,21,31,27,27,24
3537,42,43,35,35,38,31,40,35,37,27
3555,55,49,47,44,47,40,39,30,32,24
3573,45,43,44,32,39,40,44,42,49,58
3591,26,33,53,54,49,45,46,53,52,53
3609,55,59,54,60,53,59,46,44,29,27
3627,38,31,23,16,10,13,15,13,13,5
3645,10,19,19,34,38,37,31,26,25,18
3663,6,7,16,23,24,23,23,17,12,9
3681,20,29,42,38,37,40,50,51,41,28
3699,23,22,20,18,20,19,26,23,28,26
3717,37,38,32,35,37,38,27,21,18,15
3735,29,34,32,44,64,94,88,70,71,81
3753,5,7,9,9,5,8,4,11,6,6
3771,12,12,18,18,21,32,33,21,13,1
3789,23,36,44,47,44,39,32,17,19,27
3807,6,1,1,0,6,18,30,30,18,11
3825,17,11,17,8,14,16,26,33,33,37
3843,14,19,13,11,9,6,3,3,13,19
3861,6,6,0,2,14,34,54,69,66,59
3879,14,5,5,11,16,18,18,18,-1,-1
3897,-1,-1,18,0,15,19,19,19,12,3
3915,47,31,17,14,18,22,22,21,21,19
3933,14,20,19,23,49,71,69,38,9,9
3951,20,11,5,13,25,26,26,25,34,39
3969,0,3,4,4,4,1,18,30,33,15
3987,21,21,21,22,16,12,4,13,13,17
4005,20,31,32,37,28,32,38,36,35,27
4023,0,0,0,0,0,0,10,18,18,18
4041,21,13,4,7,12,13,11,18,28,33
4059,1,4,7,10,16,15,16,22,25,27
4077,3,14,19,29,29,34,35,36,40,31
4095,24,22,13,-1,-1,7,12,15,25,37
4113,13,22,26,18,22,33,40,40,32,30
4131,12,16,15,16,20,30,24,32,33,40
4149,1,5,4,4,4,7,13,17,17,11
4167,4,4,0,1,12,26,39,46,48,51
4185,17,14,19,25,23,23,19,21,29,38
4203,14,21,14,32,31,47,55,66,70,66
4221,27,35,42,41,29,21,17,24,23,18
4239,21,29,26,21,10,8,16,28,37,39
4257,23,23,20,20,20,12,6,4,11,11
4275,8,3,12,23,29,31,31,36,31,31
4293,24,28,33,26,23,21,21,19,19,25
4311,8,8,10,4,1,1,7,24,37,49
9,41,44,33,37,36,45,42,49,45,44
27,25,34,38,50,53,43,43,45,46,32
45,16,22,23,29,32,36,34,45,40,41
63,49,45,63,63,62,55,56,67,78,83
81,56,64,67,72,64,73,57,57,53,70
99,48,57,57,59,62,59,61,50,60,62
117,42,56,66,78,62,61,47,54,57,59
135,42,41,39,36,35,36,36,32,33,33
153,17,9,7,7,20,20,20,18,18,22
171,4,8,12,19,23,20,18,15,16,10
189,31,44,43,46,36,36,29,32,33,30
207,33,31,21,20,19,24,25,14,16,22
225,8,21,17,23,18,29,38,43,44,48
243,4,6,6,8,10,6,4,7,14,20
261,23,23,18,10,4,13,14,18,20,25
279,25,30,15,20,30,41,38,34,27,26
297,31,36,22,22,16,20,16,34,32,27
315,8,6,32,50,81,90,109,109,105,102
333,40,64,75,62,50,57,66,72,77,72
351,57,51,46,-1,51,47,44,46,46,39
369,32,30,36,26,21,19,19,19,18,27
387,17,13,21,22,33,28,25,21,23,27
405,32,24,23,28,30,32,24,27,17,20
423,2,7,11,7,8,12,15,17,9,11
441,8,8,8,20,28,36,23,21,25,16
459,14,8,23,21,29,29,34,39,40,52
477,16,18,20,25,24,25,27,24,23,20
495,6,6,4,6,7,15,12,7,0,3
513,10,3,0,0,11,12,12,2,6,6
531,5,5,5,4,3,11,7,15,8,19
549,20,15,12,9,6,4,4,6,6,7
567,1,6,9,9,6,14,14,78,45,37
585,0,4,10,10,17,14,19,11,16,21
603,16,13,9,6,14,18,17,14,18,22
621,5,17,19,22,10,19,19,19,17,19
639,22,23,26,30,42,49,52,51,50,48
657,14,14,9,21,21,34,31,33,25,25
675,36,35,54,54,59,47,49,43,35,18
693,6,0,0,0,0,0,0,0,7,7
711,20,18,9,6,12,12,32,32,40,27
729,37,34,30,40,39,35,30,31,35,33
747,1,1,4,7,9,8,5,11,15,16
